Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
0 (Yeni),5,Boş,Konut,110,3+0,1.Kat,Merkezi (Pay Ölçer),1445000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
0 (Yeni),2,Boş,Konut,150,4+1,Düz Giriş,Kombi Doğalgaz,4150000,Kayseri - Hacılar - Beğendik Mahallesi,Kayseri,Hacılar,Beğendik Mahallesi
11-15,14,Kiracı Oturuyor,Konut,125,3+1,11.Kat,Merkezi Doğalgaz,1135000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Kiracı Oturuyor,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),1675000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
3,5,Boş,Konut,85,3+1,2.Kat,Merkezi (Pay Ölçer),885000,Kayseri - İncesu - Karakoyunlu Mahallesi,Kayseri,İncesu,Karakoyunlu Mahallesi
0 (Yeni),2,Boş,Konut,90,2+1,1.Kat,Kombi Doğalgaz,1375000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
4,14,Mülk Sahibi Oturuyor,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),1449000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,3,Mülk Sahibi Oturuyor,Konut,370,6+1,Düz Giriş,Kombi Doğalgaz,17900000,Kayseri - Talas - Harman Mahallesi,Kayseri,Talas,Harman Mahallesi
11-15,13,Kiracı Oturuyor,Konut,135,3+1,2.Kat,Merkezi (Pay Ölçer),1665000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
21 Ve Üzeri,2,Boş,Konut,110,3+1,2.Kat,Kombi Doğalgaz,1200000,Kayseri - Develi - Aşağıeverek Mahallesi,Kayseri,Develi,Aşağıeverek Mahallesi
0 (Yeni),11,Boş,Konut,115,3+1,9.Kat,Merkezi (Pay Ölçer),2400000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,8,Boş,Konut,65,1+1,5.Kat,Merkezi Doğalgaz,875000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,12,Mülk Sahibi Oturuyor,Konut,210,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),2090000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
16-20,15,Kiracı Oturuyor,Konut,100,3+1,2.Kat,Merkezi Doğalgaz,1200000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),4,Boş,Konut,70,2+1,1.Kat,Kombi Doğalgaz,950000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
0 (Yeni),6,Boş,Konut,118,3+1,5.Kat,Kombi Doğalgaz,2250000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
5-10,3,Boş,Konut,440,5+1,Villa Tipi,Kombi Doğalgaz,10500000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
0 (Yeni),5,Boş,Konut,85,2+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
5-10,14,Boş,Konut,130,3+1,11.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,10,Mülk Sahibi Oturuyor,Konut,140,3+1,3.Kat,Kombi Doğalgaz,1599000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,14,Boş,Konut,145,4+1,7.Kat,Merkezi (Pay Ölçer),1670000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
1,1,Mülk Sahibi Oturuyor,Konut,100,2.5+1,Villa Tipi,Kat Kaloriferi,4250000,Kayseri - Hacılar - Yediağaç Mahallesi,Kayseri,Hacılar,Yediağaç Mahallesi
5-10,7,Mülk Sahibi Oturuyor,Konut,129,3+1,Düz Giriş,Kombi Doğalgaz,1019000,Kayseri - Develi - Aşık Seyrani Mahallesi,Kayseri,Develi,Aşık Seyrani Mahallesi
3,13,Boş,Konut,140,3+1,13.Kat,Merkezi (Pay Ölçer),2530000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Kiracı Oturuyor,Konut,135,3+1,10.Kat,Merkezi Doğalgaz,1430000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4,7,Boş,Konut,90,2+1,6.Kat,Kombi Doğalgaz,1219000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Kiracı Oturuyor,Konut,40,1+1,12.Kat,Merkezi (Pay Ölçer),925000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Boş,Konut,100,2.5+1,8.Kat,Merkezi (Pay Ölçer),1490000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
21 Ve Üzeri,15,Kiracı Oturuyor,Konut,120,3+1,14.Kat,Merkezi Doğalgaz,1300000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,5,Boş,Konut,160,3.5+1,2.Kat,Kombi Doğalgaz,1870000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,10,Mülk Sahibi Oturuyor,Konut,230,4+1,5.Kat,Merkezi Doğalgaz,2940000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
11-15,15,Kiracı Oturuyor,Konut,118,3+1,9.Kat,Merkezi Doğalgaz,1400000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,14,Mülk Sahibi Oturuyor,Konut,210,4+1,13.Kat,Kombi Doğalgaz,4000000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
11-15,15,Boş,Konut,110,3+1,9.Kat,Merkezi Doğalgaz,1175000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
16-20,4,Boş,Konut,120,3+1,4.Kat,Kombi Doğalgaz,1200000,Kayseri - İncesu - Karamustafapaşa Mahallesi,Kayseri,İncesu,Karamustafapaşa Mahallesi
5-10,4,Kiracı Oturuyor,Konut,55,1+1,2.Kat,Merkezi Doğalgaz,780000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
0 (Yeni),6,Boş,Konut,138,3+1,2.Kat,Merkezi (Pay Ölçer),1720000,Kayseri - İncesu - Gönenkent Mahallesi,Kayseri,İncesu,Gönenkent Mahallesi
16-20,5,Kiracı Oturuyor,Konut,145,3+1,4.Kat,Kombi Doğalgaz,2750000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Konut,400,2+1,Düz Giriş,Sobalı,985000,Kayseri - İncesu - Süksün Hürriyet Mahallesi,Kayseri,İncesu,Süksün Hürriyet Mahallesi
11-15,15,Boş,Konut,175,3+1,3.Kat,Kombi Doğalgaz,1450000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,15,Kiracı Oturuyor,Konut,110,3+1,11.Kat,Merkezi Doğalgaz,1150000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
1,14,Kiracı Oturuyor,Konut,175,4+1,9.Kat,Merkezi (Pay Ölçer),2650000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
1,14,Mülk Sahibi Oturuyor,Konut,133,3+1,2.Kat,Merkezi (Pay Ölçer),2550000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,13,Mülk Sahibi Oturuyor,Konut,190,4+1,7.Kat,Kombi Doğalgaz,3020000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,13,Boş,Konut,165,3+1,7.Kat,Kombi Doğalgaz,2699000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,14,Mülk Sahibi Oturuyor,Konut,145,3+1,12.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
16-20,8,Boş,Konut,135,3+1,8.Kat,Merkezi Doğalgaz,1670000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,11,Boş,Konut,140,3+1,6.Kat,Merkezi (Pay Ölçer),1795000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
0 (Yeni),10,Boş,Konut,130,3+1,9.Kat,Merkezi Doğalgaz,2329000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
11-15,15,Boş,Konut,115,3+1,9.Kat,Merkezi Doğalgaz,1043000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),6,Boş,Konut,120,2+1,4.Kat,Merkezi (Pay Ölçer),1400000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
2,4,Mülk Sahibi Oturuyor,Konut,110,3+1,1.Kat,Kombi Doğalgaz,925000,Kayseri - Develi - İbrahimağa Mahallesi,Kayseri,Develi,İbrahimağa Mahallesi
21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Konut,160,3+1,3.Kat,Kombi Doğalgaz,3500000,Kayseri - Develi - İbrahimağa Mahallesi,Kayseri,Develi,İbrahimağa Mahallesi
16-20,1,Boş,Konut,140,2.5+1,Bahçe Dublex,Doğalgaz Sobalı,2000000,Kayseri - Talas - Harman Mahallesi,Kayseri,Talas,Harman Mahallesi
5-10,1,Boş,Konut,100,2+1,Bahçe Dublex,Sobalı,2495000,Kayseri - Talas - Han Mahallesi,Kayseri,Talas,Han Mahallesi
4,14,Kiracı Oturuyor,Konut,145,3+1,10.Kat,Merkezi (Pay Ölçer),1690000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),14,Boş,Konut,110,2+1,9.Kat,Merkezi (Pay Ölçer),2075000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Konut,280,8+2,Müstakil.Kat,Kombi Doğalgaz,4000000,Kayseri - Talas - Tablakaya Mahallesi,Kayseri,Talas,Tablakaya Mahallesi
0 (Yeni),9,Boş,Konut,100,2.5+1,4.Kat,Merkezi (Pay Ölçer),1530000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,12,Mülk Sahibi Oturuyor,Konut,150,3+1,10.Kat,Kombi Doğalgaz,1690000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,10,Mülk Sahibi Oturuyor,Konut,170,4+1,10.Kat,Merkezi Doğalgaz,2450000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
0 (Yeni),4,Boş,Konut,120,3+1,Çatı Katı,Kombi Doğalgaz,1650000,Kayseri - Develi - Mustafa Asım Köksal Mahallesi,Kayseri,Develi,Mustafa Asım Köksal Mahallesi
0 (Yeni),9,Boş,Konut,155,4+1,4.Kat,Merkezi (Pay Ölçer),2950000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,4,Boş,Konut,140,3+1,Düz Giriş,Kombi Doğalgaz,935000,Kayseri - Hacılar - Akdam Mahallesi,Kayseri,Hacılar,Akdam Mahallesi
21 Ve Üzeri,2,Boş,Konut,779,9+ Oda,2.Kat,Sobalı,1500000,Kayseri - İncesu - Süksün Hürriyet Mahallesi,Kayseri,İncesu,Süksün Hürriyet Mahallesi
16-20,3,Boş,Konut,450,9+ Oda,Bahçe Katı,Kombi Doğalgaz,11500000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
0 (Yeni),14,Boş,Konut,150,3+1,3.Kat,Merkezi (Pay Ölçer),2780000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
3,2,Mülk Sahibi Oturuyor,Konut,380,8+1,2.Kat,Kombi Doğalgaz,7500000,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Kayseri,Develi,Mehmet Akif Ersoy Mahallesi
5-10,13,Kiracı Oturuyor,Konut,180,3+1,10.Kat,Kombi Doğalgaz,3140000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
16-20,3,Mülk Sahibi Oturuyor,Konut,1249,6+1,Düz Giriş,Kombi Doğalgaz,12000000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
0 (Yeni),2,Boş,Konut,260,6+1,Düz Giriş,Yerden Isıtma,11450000,Kayseri - Talas - Tablakaya Mahallesi,Kayseri,Talas,Tablakaya Mahallesi
3,3,Boş,Konut,350,6+1,Düz Giriş,Kombi Doğalgaz,9500000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
21 Ve Üzeri,3,Boş,Konut,450,9+ Oda,Düz Giriş,Kombi Doğalgaz,9250000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
5-10,13,Boş,Konut,160,3+1,7.Kat,Merkezi (Pay Ölçer),2490000,Kayseri - Talas - Harman Mahallesi,Kayseri,Talas,Harman Mahallesi
3,14,Boş,Konut,130,3+1,9.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
2,14,Kiracı Oturuyor,Konut,170,3.5+1,12.Kat,Merkezi (Pay Ölçer),2950000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),9,Boş,Konut,130,3.5+1,6.Kat,Merkezi Doğalgaz,3500000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
0 (Yeni),2,Boş,Konut,400,8+1,Düz Giriş,Yerden Isıtma,25250000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
0 (Yeni),9,Boş,Konut,130,3.5+1,7.Kat,Merkezi (Pay Ölçer),3400000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
0 (Yeni),2,Boş,Konut,297,6+1,Düz Giriş,Kombi Doğalgaz,13500000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
0 (Yeni),9,Boş,Konut,165,4.5+1,5.Kat,Merkezi (Pay Ölçer),6500000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
0 (Yeni),6,Boş,Konut,80,2+1,5.Kat,Merkezi (Pay Ölçer),1300000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
2,1,Boş,Konut,3874,3+1,Müstakil.Kat,Sobalı,2000000,Kayseri - Sarız - Yeşilkent Mahallesi,Kayseri,Sarız,Yeşilkent Mahallesi
21 Ve Üzeri,4,Kiracı Oturuyor,Konut,85,2+1,Düz Giriş,Kombi Doğalgaz,875000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
16-20,15,Kiracı Oturuyor,Konut,145,3+1,14.Kat,Merkezi Doğalgaz,1280000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4,1,Mülk Sahibi Oturuyor,Konut,180,3+1,Düz Giriş,Sobalı,2750000,Kayseri - Hacılar - Karpuzsekisi Mahallesi,Kayseri,Hacılar,Karpuzsekisi Mahallesi
11-15,14,Mülk Sahibi Oturuyor,Konut,110,3+1,12.Kat,Merkezi (Pay Ölçer),985000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),9,Boş,Konut,120,3+1,2.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,14,Boş,Konut,150,3+1,3.Kat,Merkezi Doğalgaz,1600000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,14,Kiracı Oturuyor,Konut,185,4+1,1.Kat,Merkezi Doğalgaz,2100000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
3,4,Kiracı Oturuyor,Konut,140,3+1,4.Kat,Kombi Doğalgaz,1350000,Kayseri - Yeşilhisar - Karacabey Mahallesi,Kayseri,Yeşilhisar,Karacabey Mahallesi
1,14,Kiracı Oturuyor,Konut,100,2+1,3.Kat,Merkezi (Pay Ölçer),1425000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),14,Boş,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),5,Boş,Konut,120,3+1,1.Kat,Kombi Doğalgaz,1340000,Kayseri - Develi - Reşadiye Mahallesi,Kayseri,Develi,Reşadiye Mahallesi
5-10,4,Kiracı Oturuyor,Konut,120,3+1,2.Kat,Kombi Doğalgaz,1650000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
0 (Yeni),2,Boş,Konut,200,5+1,Villa Tipi,Kombi Doğalgaz,3500000,Kayseri - Bünyan - Büyüktuzhisar Mahallesi,Kayseri,Bünyan,Büyüktuzhisar Mahallesi
5-10,14,Boş,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Boş,Konut,150,3+1,11.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,14,Mülk Sahibi Oturuyor,Konut,130,3+1,9.Kat,Merkezi (Pay Ölçer),1399000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
21 Ve Üzeri,3,Boş,Konut,110,3+1,2.Kat,Kombi Doğalgaz,980000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
4,14,Kiracı Oturuyor,Konut,125,3+1,1.Kat,Merkezi (Pay Ölçer),1290000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),8,Boş,Konut,100,2.5+1,4.Kat,Kombi Doğalgaz,1975000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4,3,Boş,Konut,75,2+1,1.Kat,Merkezi (Pay Ölçer),750000,Kayseri - İncesu - Saraycık Mahallesi,Kayseri,İncesu,Saraycık Mahallesi
0 (Yeni),14,Kiracı Oturuyor,Konut,165,3+1,4.Kat,Merkezi (Pay Ölçer),1900000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Kiracı Oturuyor,Konut,140,3+1,8.Kat,Kombi Doğalgaz,1450000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,5,Mülk Sahibi Oturuyor,Konut,125,3+1,Çatı Katı,Kombi Doğalgaz,1350000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
0 (Yeni),8,Boş,Konut,80,2+1,2.Kat,Kombi Doğalgaz,1500000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
2,4,Boş,Konut,115,3+1,1.Kat,Kombi Doğalgaz,1150000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
5-10,10,Kiracı Oturuyor,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,1750000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),14,Boş,Konut,190,4+1,3.Kat,Merkezi (Pay Ölçer),2150000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),14,Boş,Konut,140,4+1,4.Kat,Merkezi (Pay Ölçer),2764000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
21 Ve Üzeri,9,Boş,Konut,100,3+1,1.Kat,Merkezi Doğalgaz,1050000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
5-10,3,Boş,Konut,135,3+1,Yüksek Giriş,Kombi Doğalgaz,1450000,Kayseri - Develi - Reşadiye Mahallesi,Kayseri,Develi,Reşadiye Mahallesi
0 (Yeni),4,Boş,Konut,115,3+1,Düz Giriş,Kombi Doğalgaz,1200000,Kayseri - Develi - Reşadiye Mahallesi,Kayseri,Develi,Reşadiye Mahallesi
0 (Yeni),9,Boş,Konut,108,3.5+1,1.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
5-10,14,Mülk Sahibi Oturuyor,Konut,140,3.5+1,14.Kat,Merkezi Doğalgaz,1650000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),14,Boş,Konut,150,3+1,14.Kat,Merkezi (Pay Ölçer),1865000,Kayseri - Talas - Tablakaya Mahallesi,Kayseri,Talas,Tablakaya Mahallesi
0 (Yeni),4,Boş,Konut,90,2+1,4.Kat,Kombi Doğalgaz,1300000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
5-10,6,Boş,Konut,120,3+1,Yarı Bodrum,Kombi Doğalgaz,700000,Kayseri - Develi - Reşadiye Mahallesi,Kayseri,Develi,Reşadiye Mahallesi
21 Ve Üzeri,2,Boş,Konut,120,3+1,Düz Giriş,Kombi Doğalgaz,2550000,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Kayseri,Develi,Mehmet Akif Ersoy Mahallesi
0 (Yeni),1,Boş,Konut,80,1+1,Villa Tipi,Sobalı,451750,Kayseri - Tomarza - Gülveren Mahallesi,Kayseri,Tomarza,Gülveren Mahallesi
0 (Yeni),14,Boş,Konut,140,3+1,2.Kat,Merkezi Doğalgaz,2300000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
1,7,Boş,Konut,90,2+1,6.Kat,Kombi Doğalgaz,1450000,Kayseri - Develi - Feneseaşağı Mahallesi,Kayseri,Develi,Feneseaşağı Mahallesi
0 (Yeni),4,Boş,Konut,80,2+1,4.Kat,Kombi Doğalgaz,850000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
0 (Yeni),2,Boş,Konut,120,3+1,Düz Giriş,Kombi Doğalgaz,2525000,Kayseri - Develi - Aşık Seyrani Mahallesi,Kayseri,Develi,Aşık Seyrani Mahallesi
2,4,Kiracı Oturuyor,Konut,115,3+1,Düz Giriş,Kombi Doğalgaz,1050000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
0 (Yeni),4,Boş,Konut,110,3+1,3.Kat,Kombi Doğalgaz,975000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
0 (Yeni),14,Boş,Konut,135,3.5+1,2.Kat,Kat Kaloriferi,2850000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),4,Boş,Konut,120,3+1,Yüksek Giriş,Kombi Doğalgaz,1200000,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Kayseri,Develi,Mehmet Akif Ersoy Mahallesi
0 (Yeni),8,Boş,Konut,90,2+1,1.Kat,Kombi Doğalgaz,1425000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
0 (Yeni),10,Boş,Konut,100,2.5+1,2.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
0 (Yeni),2,Boş,Konut,260,5+1,Bahçe Katı,Kombi Doğalgaz,18000000,Kayseri - Talas - Tablakaya Mahallesi,Kayseri,Talas,Tablakaya Mahallesi
1,14,Boş,Konut,170,3+1,4.Kat,Merkezi (Pay Ölçer),2950000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
0 (Yeni),10,Boş,Konut,90,2+1,1.Kat,Merkezi Doğalgaz,1500000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,14,Kiracı Oturuyor,Konut,150,3+1,7.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
11-15,14,Mülk Sahibi Oturuyor,Konut,145,3+1,2.Kat,Merkezi Doğalgaz,1900000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
2,14,Mülk Sahibi Oturuyor,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),2100000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4,14,Mülk Sahibi Oturuyor,Konut,136,2.5+1,13.Kat,Merkezi (Pay Ölçer),1595000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
11-15,14,Kiracı Oturuyor,Konut,140,3+1,6.Kat,Merkezi (Pay Ölçer),1499000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
0 (Yeni),4,Boş,Konut,140,3+1,4.Kat,Kombi Doğalgaz,1650000,Kayseri - Develi - Bahçelievler Mahallesi,Kayseri,Develi,Bahçelievler Mahallesi
21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Konut,1830,9+ Oda,Düz Giriş,Sobalı,11000000,Kayseri - Talas - Harman Mahallesi,Kayseri,Talas,Harman Mahallesi
11-15,13,Mülk Sahibi Oturuyor,Konut,140,3+1,13.Kat,Kombi Doğalgaz,1899000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
5-10,12,Boş,Konut,155,3+1,11.Kat,Merkezi Doğalgaz,1850000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4,4,Kiracı Oturuyor,Konut,100,2.5+1,4.Kat,Kombi Doğalgaz,1595000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
5-10,10,Mülk Sahibi Oturuyor,Konut,175,4+1,7.Kat,Merkezi Doğalgaz,2490000,Kayseri - Talas - Harman Mahallesi,Kayseri,Talas,Harman Mahallesi
